HITId,AssignmentId,WorkerId,AcceptTime,SubmitTime,WorkTimeInSeconds,Input.storageLink,Input.tags,Answer.nomore,Answer.notpossible,Answer.selectedtags_tags
6,1,9,Mon Oct 05 13:16:17 PDT 2020,Mon Oct 05 13:18:03 PDT 2020,106,j_70OVLHHPc.mp4,hair coloring_###_entertainment_###_auto show_###_event_###_communication_###_conversation_###_performance_###_advertising_###_film_###_acrobatics_###_public speaking_###_automotive lighting,{},{},"[""entertainment"",""auto show"",""event""]"
6,2,17,Mon Oct 05 13:39:33 PDT 2020,Mon Oct 05 13:55:32 PDT 2020,959,j_70OVLHHPc.mp4,hair coloring_###_entertainment_###_auto show_###_event_###_communication_###_conversation_###_performance_###_advertising_###_film_###_acrobatics_###_public speaking_###_automotive lighting,{},{},"[""performance"",""auto show"",""public speaking"",""advertising"",""entertainment"",""event""]"
6,3,12,Mon Oct 05 13:11:43 PDT 2020,Mon Oct 05 13:21:06 PDT 2020,563,j_70OVLHHPc.mp4,hair coloring_###_entertainment_###_auto show_###_event_###_communication_###_conversation_###_performance_###_advertising_###_film_###_acrobatics_###_public speaking_###_automotive lighting,{},{},"[""auto show"",""event"",""advertising""]"
6,4,20,Mon Oct 05 13:30:28 PDT 2020,Mon Oct 05 13:34:57 PDT 2020,269,j_70OVLHHPc.mp4,hair coloring_###_entertainment_###_auto show_###_event_###_communication_###_conversation_###_performance_###_advertising_###_film_###_acrobatics_###_public speaking_###_automotive lighting,{},{},"[""auto show"",""communication"",""advertising"",""conversation"",""event""]"
6,5,21,Mon Oct 05 13:12:09 PDT 2020,Mon Oct 05 13:15:08 PDT 2020,179,j_70OVLHHPc.mp4,hair coloring_###_entertainment_###_auto show_###_event_###_communication_###_conversation_###_performance_###_advertising_###_film_###_acrobatics_###_public speaking_###_automotive lighting,{},{},"[""advertising"",""auto show"",""event""]"
6,6,6,Mon Oct 05 13:27:02 PDT 2020,Mon Oct 05 13:28:44 PDT 2020,102,j_70OVLHHPc.mp4,hair coloring_###_entertainment_###_auto show_###_event_###_communication_###_conversation_###_performance_###_advertising_###_film_###_acrobatics_###_public speaking_###_automotive lighting,{},{},"[""performance"",""automotive lighting"",""advertising""]"
6,7,5,Mon Oct 05 13:11:44 PDT 2020,Mon Oct 05 13:15:25 PDT 2020,221,j_70OVLHHPc.mp4,hair coloring_###_entertainment_###_auto show_###_event_###_communication_###_conversation_###_performance_###_advertising_###_film_###_acrobatics_###_public speaking_###_automotive lighting,{},{},"[""event"",""auto show"",""automotive lighting""]"
6,8,24,Mon Oct 05 13:24:43 PDT 2020,Mon Oct 05 13:28:55 PDT 2020,252,j_70OVLHHPc.mp4,hair coloring_###_entertainment_###_auto show_###_event_###_communication_###_conversation_###_performance_###_advertising_###_film_###_acrobatics_###_public speaking_###_automotive lighting,{},{},"[""communication"",""automotive lighting"",""event"",""auto show""]"
6,9,1,Mon Oct 05 13:11:20 PDT 2020,Mon Oct 05 13:15:14 PDT 2020,234,j_70OVLHHPc.mp4,hair coloring_###_entertainment_###_auto show_###_event_###_communication_###_conversation_###_performance_###_advertising_###_film_###_acrobatics_###_public speaking_###_automotive lighting,{},{},"[""event"",""auto show"",""automotive lighting""]"
6,10,10,Mon Oct 05 13:25:11 PDT 2020,Mon Oct 05 13:26:08 PDT 2020,57,j_70OVLHHPc.mp4,hair coloring_###_entertainment_###_auto show_###_event_###_communication_###_conversation_###_performance_###_advertising_###_film_###_acrobatics_###_public speaking_###_automotive lighting,{},{},"[""entertainment"",""performance"",""automotive lighting""]"
