HITId,AssignmentId,WorkerId,AcceptTime,SubmitTime,WorkTimeInSeconds,Input.storageLink,Input.tags,Answer.nomore,Answer.notpossible,Answer.selectedtags_tags
12,1,7,Tue Sep 03 03:10:41 PDT 2019,Tue Sep 03 03:12:59 PDT 2019,138,j_70OVLHHPc.mp4,Europe_###_stage_###_auditorium_###_sound stage_###_tourist attraction_###_atmosphere of earth_###_music venue_###_vehicle door_###_theatre_###_nightclub_###_earth,{},{},"[""auditorium"",""sound stage"",""stage""]"
12,2,1,Tue Sep 03 01:24:24 PDT 2019,Tue Sep 03 01:27:07 PDT 2019,163,j_70OVLHHPc.mp4,Europe_###_stage_###_auditorium_###_sound stage_###_tourist attraction_###_atmosphere of earth_###_music venue_###_vehicle door_###_theatre_###_nightclub_###_earth,{},{},"[""Europe"",""stage"",""vehicle door""]"
12,3,17,Tue Sep 03 03:51:17 PDT 2019,Tue Sep 03 03:53:29 PDT 2019,132,j_70OVLHHPc.mp4,Europe_###_stage_###_auditorium_###_sound stage_###_tourist attraction_###_atmosphere of earth_###_music venue_###_vehicle door_###_theatre_###_nightclub_###_earth,{},{},"[""auditorium"",""stage"",""theatre""]"
12,4,16,Tue Sep 03 02:32:39 PDT 2019,Tue Sep 03 02:38:23 PDT 2019,344,j_70OVLHHPc.mp4,Europe_###_stage_###_auditorium_###_sound stage_###_tourist attraction_###_atmosphere of earth_###_music venue_###_vehicle door_###_theatre_###_nightclub_###_earth,No other tags seem appropriate or fit the video.,{},"[""sound stage""]"
12,5,2,Tue Sep 03 02:51:46 PDT 2019,Tue Sep 03 03:03:06 PDT 2019,680,j_70OVLHHPc.mp4,Europe_###_stage_###_auditorium_###_sound stage_###_tourist attraction_###_atmosphere of earth_###_music venue_###_vehicle door_###_theatre_###_nightclub_###_earth,{},{},"[""stage"",""theatre"",""auditorium""]"
12,6,13,Mon Sep 02 23:44:18 PDT 2019,Mon Sep 02 23:50:05 PDT 2019,347,j_70OVLHHPc.mp4,Europe_###_stage_###_auditorium_###_sound stage_###_tourist attraction_###_atmosphere of earth_###_music venue_###_vehicle door_###_theatre_###_nightclub_###_earth,{},{},"[""tourist attraction"",""vehicle door"",""stage""]"
12,7,14,Tue Sep 03 02:57:24 PDT 2019,Tue Sep 03 03:00:27 PDT 2019,183,j_70OVLHHPc.mp4,Europe_###_stage_###_auditorium_###_sound stage_###_tourist attraction_###_atmosphere of earth_###_music venue_###_vehicle door_###_theatre_###_nightclub_###_earth,None of the other categories fit the situation,{},"[""stage"",""vehicle door""]"
12,8,12,Tue Sep 03 00:00:45 PDT 2019,Tue Sep 03 00:03:36 PDT 2019,171,j_70OVLHHPc.mp4,Europe_###_stage_###_auditorium_###_sound stage_###_tourist attraction_###_atmosphere of earth_###_music venue_###_vehicle door_###_theatre_###_nightclub_###_earth,{},{},"[""auditorium"",""sound stage"",""tourist attraction""]"
12,9,6,Tue Sep 03 02:33:29 PDT 2019,Tue Sep 03 02:35:44 PDT 2019,135,j_70OVLHHPc.mp4,Europe_###_stage_###_auditorium_###_sound stage_###_tourist attraction_###_atmosphere of earth_###_music venue_###_vehicle door_###_theatre_###_nightclub_###_earth,{},{},"[""sound stage"",""stage"",""theatre""]"
12,10,8,Tue Sep 03 03:23:27 PDT 2019,Tue Sep 03 03:25:28 PDT 2019,121,j_70OVLHHPc.mp4,Europe_###_stage_###_auditorium_###_sound stage_###_tourist attraction_###_atmosphere of earth_###_music venue_###_vehicle door_###_theatre_###_nightclub_###_earth,{},{},"[""auditorium"",""earth"",""stage""]"
12,11,10,Tue Sep 03 03:48:49 PDT 2019,Tue Sep 03 03:49:04 PDT 2019,15,j_70OVLHHPc.mp4,Europe_###_stage_###_auditorium_###_sound stage_###_tourist attraction_###_atmosphere of earth_###_music venue_###_vehicle door_###_theatre_###_nightclub_###_earth,{},{},"[""stage"",""vehicle door"",""auditorium""]"
12,12,11,Tue Sep 03 02:45:07 PDT 2019,Tue Sep 03 02:54:13 PDT 2019,546,j_70OVLHHPc.mp4,Europe_###_stage_###_auditorium_###_sound stage_###_tourist attraction_###_atmosphere of earth_###_music venue_###_vehicle door_###_theatre_###_nightclub_###_earth,{},{},"[""auditorium"",""stage"",""vehicle door""]"
12,13,3,Tue Sep 03 04:33:21 PDT 2019,Tue Sep 03 04:35:18 PDT 2019,117,j_70OVLHHPc.mp4,Europe_###_stage_###_auditorium_###_sound stage_###_tourist attraction_###_atmosphere of earth_###_music venue_###_vehicle door_###_theatre_###_nightclub_###_earth,{},Video is about electric car being unveiled by Rolls Royce.,[]
12,14,4,Tue Sep 03 02:39:00 PDT 2019,Tue Sep 03 02:49:35 PDT 2019,635,j_70OVLHHPc.mp4,Europe_###_stage_###_auditorium_###_sound stage_###_tourist attraction_###_atmosphere of earth_###_music venue_###_vehicle door_###_theatre_###_nightclub_###_earth,{},{},"[""stage"",""auditorium"",""sound stage"",""vehicle door""]"
12,15,18,Mon Sep 02 23:42:16 PDT 2019,Mon Sep 02 23:51:48 PDT 2019,572,j_70OVLHHPc.mp4,Europe_###_stage_###_auditorium_###_sound stage_###_tourist attraction_###_atmosphere of earth_###_music venue_###_vehicle door_###_theatre_###_nightclub_###_earth,{},{},"[""theatre"",""sound stage"",""Europe""]"
6,16,12,Tue Sep 03 00:00:48 PDT 2019,Tue Sep 03 00:05:04 PDT 2019,256,j_70OVLHHPc.mp4,window_###_architecture_###_biome_###_structure_###_television studio_###_ecosystem_###_sport venue_###_function hall_###_sky_###_daylighting,{},{},"[""sport venue"",""television studio"",""function hall""]"
6,17,15,Tue Sep 03 04:39:39 PDT 2019,Tue Sep 03 04:41:36 PDT 2019,117,j_70OVLHHPc.mp4,window_###_architecture_###_biome_###_structure_###_television studio_###_ecosystem_###_sport venue_###_function hall_###_sky_###_daylighting,{},{},"[""window"",""architecture"",""structure""]"
6,18,16,Tue Sep 03 01:49:42 PDT 2019,Tue Sep 03 02:06:30 PDT 2019,1008,j_70OVLHHPc.mp4,window_###_architecture_###_biome_###_structure_###_television studio_###_ecosystem_###_sport venue_###_function hall_###_sky_###_daylighting,No other tags seem appropriate or fit the video.,{},"[""television studio""]"
