HITId,AssignmentId,WorkerId,AcceptTime,SubmitTime,WorkTimeInSeconds,Input.storageLink,Input.tags,Answer.nomore,Answer.notpossible,Answer.selectedtags_tags
21,1,13,Mon Sep 02 14:02:35 PDT 2019,Mon Sep 02 14:06:01 PDT 2019,206,j_70OVLHHPc.mp4,passenger_###_3d modeling_###_official_###_visual effects_###_crowd_###_emotion_###_professional_###_laughter,{},{},"[""crowd"",""visual effects"",""professional"",""passenger""]"
21,2,20,Mon Sep 02 14:22:11 PDT 2019,Mon Sep 02 14:25:02 PDT 2019,171,j_70OVLHHPc.mp4,passenger_###_3d modeling_###_official_###_visual effects_###_crowd_###_emotion_###_professional_###_laughter,{},{},"[""3d modeling"",""official"",""visual effects""]"
21,3,3,Mon Sep 02 14:00:05 PDT 2019,Mon Sep 02 14:18:34 PDT 2019,1109,j_70OVLHHPc.mp4,passenger_###_3d modeling_###_official_###_visual effects_###_crowd_###_emotion_###_professional_###_laughter,{},{},"[""official"",""crowd"",""professional""]"
21,4,15,Mon Sep 02 14:13:05 PDT 2019,Mon Sep 02 14:16:41 PDT 2019,216,j_70OVLHHPc.mp4,passenger_###_3d modeling_###_official_###_visual effects_###_crowd_###_emotion_###_professional_###_laughter,{},{},"[""professional"",""official"",""crowd""]"
21,5,10,Mon Sep 02 14:01:31 PDT 2019,Mon Sep 02 14:13:28 PDT 2019,717,j_70OVLHHPc.mp4,passenger_###_3d modeling_###_official_###_visual effects_###_crowd_###_emotion_###_professional_###_laughter,{},None talk about cars which is the main subject.,[]
21,6,7,Mon Sep 02 14:01:46 PDT 2019,Mon Sep 02 14:12:12 PDT 2019,626,j_70OVLHHPc.mp4,passenger_###_3d modeling_###_official_###_visual effects_###_crowd_###_emotion_###_professional_###_laughter,{},{},"[""3d modeling"",""visual effects"",""professional"",""official"",""passenger"",""crowd""]"
21,7,4,Mon Sep 02 14:14:22 PDT 2019,Mon Sep 02 14:16:02 PDT 2019,100,j_70OVLHHPc.mp4,passenger_###_3d modeling_###_official_###_visual effects_###_crowd_###_emotion_###_professional_###_laughter,{},{},"[""official"",""professional"",""crowd""]"
21,8,18,Mon Sep 02 13:59:23 PDT 2019,Mon Sep 02 14:01:30 PDT 2019,127,j_70OVLHHPc.mp4,passenger_###_3d modeling_###_official_###_visual effects_###_crowd_###_emotion_###_professional_###_laughter,{},{},"[""crowd"",""passenger"",""3d modeling""]"
21,9,16,Mon Sep 02 14:10:04 PDT 2019,Mon Sep 02 14:12:02 PDT 2019,118,j_70OVLHHPc.mp4,passenger_###_3d modeling_###_official_###_visual effects_###_crowd_###_emotion_###_professional_###_laughter,{},{},"[""professional"",""passenger"",""crowd""]"
21,10,9,Mon Sep 02 14:00:02 PDT 2019,Mon Sep 02 14:06:38 PDT 2019,396,j_70OVLHHPc.mp4,passenger_###_3d modeling_###_official_###_visual effects_###_crowd_###_emotion_###_professional_###_laughter,{},{},"[""3d modeling"",""visual effects"",""professional""]"
