HITId,AssignmentId,WorkerId,AcceptTime,SubmitTime,WorkTimeInSeconds,Input.storageLink,Input.tags,Answer.nomore,Answer.notpossible,Answer.selectedtags_tags
20,1,4,Mon Nov 25 02:02:32 PST 2019,Mon Nov 25 02:04:33 PST 2019,121,j_70OVLHHPc.mp4,passenger_###_3d modeling_###_official_###_visual effects_###_crowd_###_emotion_###_professional_###_laughter,{},{},"[""visual effects"",""3d modeling"",""passenger""]"
20,2,14,Mon Nov 25 01:02:54 PST 2019,Mon Nov 25 01:03:17 PST 2019,23,j_70OVLHHPc.mp4,passenger_###_3d modeling_###_official_###_visual effects_###_crowd_###_emotion_###_professional_###_laughter,{},{},"[""3d modeling"",""visual effects"",""passenger""]"
20,3,21,Mon Nov 25 04:03:05 PST 2019,Mon Nov 25 04:06:22 PST 2019,197,j_70OVLHHPc.mp4,passenger_###_3d modeling_###_official_###_visual effects_###_crowd_###_emotion_###_professional_###_laughter,None of the other tags which refer to people are directly relevant to the subject,{},"[""passenger""]"
20,4,12,Mon Nov 25 02:25:44 PST 2019,Mon Nov 25 02:31:28 PST 2019,344,j_70OVLHHPc.mp4,passenger_###_3d modeling_###_official_###_visual effects_###_crowd_###_emotion_###_professional_###_laughter,{},{},"[""crowd"",""professional"",""passenger""]"
20,5,7,Mon Nov 25 02:04:56 PST 2019,Mon Nov 25 02:08:41 PST 2019,225,j_70OVLHHPc.mp4,passenger_###_3d modeling_###_official_###_visual effects_###_crowd_###_emotion_###_professional_###_laughter,{},{},"[""visual effects"",""crowd"",""professional"",""3d modeling"",""passenger""]"
20,6,16,Mon Nov 25 02:58:17 PST 2019,Mon Nov 25 03:14:17 PST 2019,960,j_70OVLHHPc.mp4,passenger_###_3d modeling_###_official_###_visual effects_###_crowd_###_emotion_###_professional_###_laughter,{},{},"[""passenger"",""visual effects"",""3d modeling""]"
20,7,13,Mon Nov 25 02:57:15 PST 2019,Mon Nov 25 02:59:29 PST 2019,134,j_70OVLHHPc.mp4,passenger_###_3d modeling_###_official_###_visual effects_###_crowd_###_emotion_###_professional_###_laughter,{},{},"[""passenger"",""crowd"",""professional""]"
20,8,17,Mon Nov 25 02:04:02 PST 2019,Mon Nov 25 02:11:31 PST 2019,449,j_70OVLHHPc.mp4,passenger_###_3d modeling_###_official_###_visual effects_###_crowd_###_emotion_###_professional_###_laughter,None of the other tags describe a person relevant to the video,{},"[""passenger"",""crowd""]"
20,9,1,Mon Nov 25 02:38:55 PST 2019,Mon Nov 25 02:48:32 PST 2019,577,j_70OVLHHPc.mp4,passenger_###_3d modeling_###_official_###_visual effects_###_crowd_###_emotion_###_professional_###_laughter,{},{},"[""passenger"",""professional"",""crowd"",""official""]"
20,10,8,Mon Nov 25 01:47:04 PST 2019,Mon Nov 25 02:05:45 PST 2019,1121,j_70OVLHHPc.mp4,passenger_###_3d modeling_###_official_###_visual effects_###_crowd_###_emotion_###_professional_###_laughter,{},{},"[""professional"",""3d modeling"",""passenger"",""visual effects""]"
20,11,5,Mon Nov 25 01:08:50 PST 2019,Mon Nov 25 01:14:28 PST 2019,338,j_70OVLHHPc.mp4,passenger_###_3d modeling_###_official_###_visual effects_###_crowd_###_emotion_###_professional_###_laughter,{},{},"[""passenger"",""professional"",""crowd""]"
20,12,15,Mon Nov 25 00:55:25 PST 2019,Mon Nov 25 00:56:09 PST 2019,44,j_70OVLHHPc.mp4,passenger_###_3d modeling_###_official_###_visual effects_###_crowd_###_emotion_###_professional_###_laughter,{},{},"[""official"",""passenger"",""professional"",""3d modeling""]"
20,13,18,Mon Nov 25 00:55:56 PST 2019,Mon Nov 25 00:58:25 PST 2019,149,j_70OVLHHPc.mp4,passenger_###_3d modeling_###_official_###_visual effects_###_crowd_###_emotion_###_professional_###_laughter,{},{},"[""passenger"",""professional"",""3d modeling""]"
20,14,20,Mon Nov 25 00:53:44 PST 2019,Mon Nov 25 00:57:28 PST 2019,224,j_70OVLHHPc.mp4,passenger_###_3d modeling_###_official_###_visual effects_###_crowd_###_emotion_###_professional_###_laughter,{},the tags are not relevant to the video clip,[]
20,15,19,Mon Nov 25 03:11:16 PST 2019,Mon Nov 25 03:15:20 PST 2019,244,j_70OVLHHPc.mp4,passenger_###_3d modeling_###_official_###_visual effects_###_crowd_###_emotion_###_professional_###_laughter,{},{},"[""passenger"",""professional"",""official""]"
9,16,13,Mon Nov 25 03:12:48 PST 2019,Mon Nov 25 03:15:14 PST 2019,146,j_70OVLHHPc.mp4,consumers_###_sign language_###_person_###_audience_###_product_###_special effects_###_speech_###_facial expression,{},{},"[""audience"",""person"",""consumers""]"
9,17,8,Mon Nov 25 01:31:30 PST 2019,Mon Nov 25 01:43:18 PST 2019,708,j_70OVLHHPc.mp4,consumers_###_sign language_###_person_###_audience_###_product_###_special effects_###_speech_###_facial expression,{},{},"[""special effects"",""consumers"",""person"",""speech"",""product""]"
9,18,16,Mon Nov 25 02:58:15 PST 2019,Mon Nov 25 03:12:22 PST 2019,847,j_70OVLHHPc.mp4,consumers_###_sign language_###_person_###_audience_###_product_###_special effects_###_speech_###_facial expression,{},"These tags are not relevant other than ""Consumers"" maybe, or ""Product"". Nothing is really telling about the video here.",[]
9,19,7,Mon Nov 25 02:04:59 PST 2019,Mon Nov 25 02:09:53 PST 2019,294,j_70OVLHHPc.mp4,consumers_###_sign language_###_person_###_audience_###_product_###_special effects_###_speech_###_facial expression,{},{},"[""product"",""consumers"",""audience"",""speech"",""person""]"
9,20,5,Mon Nov 25 00:48:11 PST 2019,Mon Nov 25 01:03:18 PST 2019,907,j_70OVLHHPc.mp4,consumers_###_sign language_###_person_###_audience_###_product_###_special effects_###_speech_###_facial expression,{},{},"[""consumers"",""audience"",""speech""]"
9,21,20,Mon Nov 25 00:53:45 PST 2019,Mon Nov 25 00:57:43 PST 2019,238,j_70OVLHHPc.mp4,consumers_###_sign language_###_person_###_audience_###_product_###_special effects_###_speech_###_facial expression,the other tags are not relevant to the video clip,{},"[""person""]"
